,Sex,Age group,VALUE,REF_DATE,UOM
3850457,Both sexes,55 to 59 years,60.9,2020-03-01,Persons
3850458,Both sexes,60 to 64 years,58.4,2020-03-01,Persons
3850459,Both sexes,65 years and over,158.8,2020-03-01,Persons
3850460,Both sexes,65 to 69 years,51.6,2020-03-01,Persons
3850461,Both sexes,70 years and over,107.1,2020-03-01,Persons
3850462,Males,15 years and over,310.9,2020-03-01,Persons
3850463,Males,15 to 24 years,41.5,2020-03-01,Persons
3850464,Males,25 years and over,269.4,2020-03-01,Persons
3850465,Males,25 to 44 years,87.4,2020-03-01,Persons
3850466,Males,45 to 64 years,107.4,2020-03-01,Persons
3850467,Males,45 years and over,182.0,2020-03-01,Persons
3850468,Males,25 to 54 years,136.6,2020-03-01,Persons
3850469,Males,55 years and over,132.8,2020-03-01,Persons
3850470,Males,15 to 64 years,236.3,2020-03-01,Persons
3850471,Males,15 to 19 years,20.2,2020-03-01,Persons
3850472,Males,20 to 24 years,21.3,2020-03-01,Persons
3850473,Males,25 to 29 years,21.4,2020-03-01,Persons
3850474,Males,30 to 34 years,20.8,2020-03-01,Persons
3850475,Males,35 to 39 years,21.4,2020-03-01,Persons
3850476,Males,40 to 44 years,23.8,2020-03-01,Persons
3850477,Males,45 to 49 years,24.2,2020-03-01,Persons
3850478,Males,50 to 54 years,25.0,2020-03-01,Persons
3850479,Males,55 to 59 years,29.6,2020-03-01,Persons
3850480,Males,60 to 64 years,28.6,2020-03-01,Persons
3850481,Males,65 years and over,74.6,2020-03-01,Persons
3850482,Males,65 to 69 years,25.1,2020-03-01,Persons
3850483,Males,70 years and over,49.5,2020-03-01,Persons
3850484,Females,15 years and over,324.4,2020-03-01,Persons
3850485,Females,15 to 24 years,38.6,2020-03-01,Persons
3850486,Females,25 years and over,285.8,2020-03-01,Persons
3850487,Females,25 to 44 years,88.4,2020-03-01,Persons
3850488,Females,45 to 64 years,113.3,2020-03-01,Persons
3850489,Females,45 years and over,197.4,2020-03-01,Persons
3850490,Females,25 to 54 years,140.5,2020-03-01,Persons
3850491,Females,55 years and over,145.3,2020-03-01,Persons
3850492,Females,15 to 64 years,240.3,2020-03-01,Persons
3850493,Females,15 to 19 years,19.1,2020-03-01,Persons
3850494,Females,20 to 24 years,19.6,2020-03-01,Persons
3850495,Females,25 to 29 years,21.4,2020-03-01,Persons
3850496,Females,30 to 34 years,20.9,2020-03-01,Persons
3850497,Females,35 to 39 years,22.5,2020-03-01,Persons
3850498,Females,40 to 44 years,23.5,2020-03-01,Persons
3850499,Females,45 to 49 years,27.7,2020-03-01,Persons
3850500,Females,50 to 54 years,24.3,2020-03-01,Persons
3850501,Females,55 to 59 years,31.3,2020-03-01,Persons
3850502,Females,60 to 64 years,29.8,2020-03-01,Persons
3850503,Females,65 years and over,84.1,2020-03-01,Persons
3850504,Females,65 to 69 years,26.5,2020-03-01,Persons
3850505,Females,70 years and over,57.6,2020-03-01,Persons
3850506,Both sexes,15 years and over,369.0,2020-03-01,Persons
3850507,Both sexes,15 to 24 years,44.9,2020-03-01,Persons
3850508,Both sexes,25 years and over,324.1,2020-03-01,Persons
3850509,Both sexes,25 to 44 years,144.8,2020-03-01,Persons
3850510,Both sexes,45 to 64 years,161.8,2020-03-01,Persons
3850511,Both sexes,45 years and over,179.3,2020-03-01,Persons
3850512,Both sexes,25 to 54 years,232.7,2020-03-01,Persons
3850513,Both sexes,55 years and over,91.4,2020-03-01,Persons
3850514,Both sexes,15 to 64 years,351.5,2020-03-01,Persons
3850515,Both sexes,15 to 19 years,16.6,2020-03-01,Persons
3850516,Both sexes,20 to 24 years,28.4,2020-03-01,Persons
3850517,Both sexes,25 to 29 years,35.0,2020-03-01,Persons
3850518,Both sexes,30 to 34 years,33.8,2020-03-01,Persons
3850519,Both sexes,35 to 39 years,37.2,2020-03-01,Persons
3850520,Both sexes,40 to 44 years,38.8,2020-03-01,Persons
3850521,Both sexes,45 to 49 years,45.3,2020-03-01,Persons
3850522,Both sexes,50 to 54 years,42.6,2020-03-01,Persons
3850523,Both sexes,55 to 59 years,44.5,2020-03-01,Persons
3850524,Both sexes,60 to 64 years,29.4,2020-03-01,Persons
3850525,Both sexes,65 years and over,17.5,2020-03-01,Persons
3850526,Both sexes,65 to 69 years,10.4,2020-03-01,Persons
3850527,Both sexes,70 years and over,7.0,2020-03-01,Persons
3850528,Males,15 years and over,192.7,2020-03-01,Persons
3850529,Males,15 to 24 years,25.3,2020-03-01,Persons
3850530,Males,25 years and over,167.4,2020-03-01,Persons
3850531,Males,25 to 44 years,75.4,2020-03-01,Persons
3850532,Males,45 to 64 years,81.4,2020-03-01,Persons
3850533,Males,45 years and over,92.0,2020-03-01,Persons
3850534,Males,25 to 54 years,119.9,2020-03-01,Persons
3850535,Males,55 years and over,47.5,2020-03-01,Persons
3850536,Males,15 to 64 years,182.1,2020-03-01,Persons
3850537,Males,15 to 19 years,9.1,2020-03-01,Persons
3850538,Males,20 to 24 years,16.2,2020-03-01,Persons
3850539,Males,25 to 29 years,18.3,2020-03-01,Persons
3850540,Males,30 to 34 years,17.7,2020-03-01,Persons
3850541,Males,35 to 39 years,19.0,2020-03-01,Persons
3850542,Males,40 to 44 years,20.4,2020-03-01,Persons
3850543,Males,45 to 49 years,22.0,2020-03-01,Persons
3850544,Males,50 to 54 years,22.5,2020-03-01,Persons
3850545,Males,55 to 59 years,21.6,2020-03-01,Persons
3850546,Males,60 to 64 years,15.3,2020-03-01,Persons
3850547,Males,65 years and over,10.6,2020-03-01,Persons
3850548,Males,65 to 69 years,6.0,2020-03-01,Persons
3850549,Males,70 years and over,4.7,2020-03-01,Persons
3850550,Females,15 years and over,176.3,2020-03-01,Persons
3850551,Females,15 to 24 years,19.6,2020-03-01,Persons
3850552,Females,25 years and over,156.6,2020-03-01,Persons
3850553,Females,25 to 44 years,69.4,2020-03-01,Persons
3850554,Females,45 to 64 years,80.4,2020-03-01,Persons
3850555,Females,45 years and over,87.3,2020-03-01,Persons
3850556,Females,25 to 54 years,112.8,2020-03-01,Persons
3850557,Females,55 years and over,43.8,2020-03-01,Persons
3850558,Females,15 to 64 years,169.5,2020-03-01,Persons
3850559,Females,15 to 19 years,7.5,2020-03-01,Persons
3850560,Females,20 to 24 years,12.2,2020-03-01,Persons
3850561,Females,25 to 29 years,16.7,2020-03-01,Persons
3850562,Females,30 to 34 years,16.1,2020-03-01,Persons
3850563,Females,35 to 39 years,18.2,2020-03-01,Persons
3850564,Females,40 to 44 years,18.3,2020-03-01,Persons
3850565,Females,45 to 49 years,23.4,2020-03-01,Persons
3850566,Females,50 to 54 years,20.0,2020-03-01,Persons
3850567,Females,55 to 59 years,22.9,2020-03-01,Persons
3850568,Females,60 to 64 years,14.1,2020-03-01,Persons
3850569,Females,65 years and over,6.8,2020-03-01,Persons
3850570,Females,65 to 69 years,4.5,2020-03-01,Persons
3850571,Females,70 years and over,2.4,2020-03-01,Persons
3850572,Both sexes,15 years and over,331.0,2020-03-01,Persons
3850573,Both sexes,15 to 24 years,37.0,2020-03-01,Persons
3850574,Both sexes,25 years and over,294.0,2020-03-01,Persons
3850575,Both sexes,25 to 44 years,132.2,2020-03-01,Persons
3850576,Both sexes,45 to 64 years,146.7,2020-03-01,Persons
3850577,Both sexes,45 years and over,161.8,2020-03-01,Persons
3850578,Both sexes,25 to 54 years,212.6,2020-03-01,Persons
3850579,Both sexes,55 years and over,81.4,2020-03-01,Persons
3850580,Both sexes,15 to 64 years,315.9,2020-03-01,Persons
3850581,Both sexes,15 to 19 years,13.0,2020-03-01,Persons
3850582,Both sexes,20 to 24 years,23.9,2020-03-01,Persons
3850583,Both sexes,25 to 29 years,31.4,2020-03-01,Persons
3850584,Both sexes,30 to 34 years,29.7,2020-03-01,Persons
3850585,Both sexes,35 to 39 years,33.7,2020-03-01,Persons
3850586,Both sexes,40 to 44 years,37.4,2020-03-01,Persons
3850587,Both sexes,45 to 49 years,41.6,2020-03-01,Persons
3850588,Both sexes,50 to 54 years,38.8,2020-03-01,Persons
3850589,Both sexes,55 to 59 years,40.9,2020-03-01,Persons
3850590,Both sexes,60 to 64 years,25.3,2020-03-01,Persons
3850591,Both sexes,65 years and over,15.2,2020-03-01,Persons
3850592,Both sexes,65 to 69 years,8.4,2020-03-01,Persons
3850593,Both sexes,70 years and over,6.8,2020-03-01,Persons
3850594,Males,15 years and over,169.0,2020-03-01,Persons
3850595,Males,15 to 24 years,20.5,2020-03-01,Persons
3850596,Males,25 years and over,148.6,2020-03-01,Persons
3850597,Males,25 to 44 years,66.9,2020-03-01,Persons
3850598,Males,45 to 64 years,72.7,2020-03-01,Persons
3850599,Males,45 years and over,81.6,2020-03-01,Persons
3850600,Males,25 to 54 years,107.5,2020-03-01,Persons
3850601,Males,55 years and over,41.1,2020-03-01,Persons
3850602,Males,15 to 64 years,160.1,2020-03-01,Persons
3850603,Males,15 to 19 years,7.0,2020-03-01,Persons
3850604,Males,20 to 24 years,13.5,2020-03-01,Persons
3850605,Males,25 to 29 years,16.0,2020-03-01,Persons
3850606,Males,30 to 34 years,14.8,2020-03-01,Persons
3850607,Males,35 to 39 years,16.7,2020-03-01,Persons
3850608,Males,40 to 44 years,19.4,2020-03-01,Persons
3850609,Males,45 to 49 years,20.1,2020-03-01,Persons
3850610,Males,50 to 54 years,20.4,2020-03-01,Persons
3850611,Males,55 to 59 years,19.5,2020-03-01,Persons
3850612,Males,60 to 64 years,12.6,2020-03-01,Persons
3850613,Males,65 years and over,8.9,2020-03-01,Persons
3850614,Males,65 to 69 years,4.5,2020-03-01,Persons
3850615,Males,70 years and over,4.4,2020-03-01,Persons
3850616,Females,15 years and over,162.0,2020-03-01,Persons
3850617,Females,15 to 24 years,16.5,2020-03-01,Persons
3850618,Females,25 years and over,145.5,2020-03-01,Persons
3850619,Females,25 to 44 years,65.3,2020-03-01,Persons
3850620,Females,45 to 64 years,74.0,2020-03-01,Persons
3850621,Females,45 years and over,80.2,2020-03-01,Persons
3850622,Females,25 to 54 years,105.1,2020-03-01,Persons
3850623,Females,55 years and over,40.3,2020-03-01,Persons
3850624,Females,15 to 64 years,155.8,2020-03-01,Persons
3850625,Females,15 to 19 years,6.0,2020-03-01,Persons
3850626,Females,20 to 24 years,10.5,2020-03-01,Persons
3850627,Females,25 to 29 years,15.5,2020-03-01,Persons
3850628,Females,30 to 34 years,14.9,2020-03-01,Persons
3850629,Females,35 to 39 years,16.9,2020-03-01,Persons
3850630,Females,40 to 44 years,18.0,2020-03-01,Persons
3850631,Females,45 to 49 years,21.5,2020-03-01,Persons
3850632,Females,50 to 54 years,18.4,2020-03-01,Persons
3850633,Females,55 to 59 years,21.4,2020-03-01,Persons
3850634,Females,60 to 64 years,12.7,2020-03-01,Persons
3850635,Females,65 years and over,6.2,2020-03-01,Persons
3850636,Females,65 to 69 years,3.9,2020-03-01,Persons
3850637,Females,70 years and over,2.4,2020-03-01,Persons
3850638,Both sexes,15 years and over,284.3,2020-03-01,Persons
3850639,Both sexes,15 to 24 years,22.3,2020-03-01,Persons
3850640,Both sexes,25 years and over,262.0,2020-03-01,Persons
3850641,Both sexes,25 to 44 years,122.6,2020-03-01,Persons
3850642,Both sexes,45 to 64 years,129.8,2020-03-01,Persons
3850643,Both sexes,45 years and over,139.4,2020-03-01,Persons
3850644,Both sexes,25 to 54 years,194.6,2020-03-01,Persons
3850645,Both sexes,55 years and over,67.4,2020-03-01,Persons
3850646,Both sexes,15 to 64 years,274.7,2020-03-01,Persons
3850647,Both sexes,15 to 19 years,2.3,2020-03-01,Persons
3850648,Both sexes,20 to 24 years,20.0,2020-03-01,Persons
3850649,Both sexes,25 to 29 years,29.4,2020-03-01,Persons
3850650,Both sexes,30 to 34 years,26.9,2020-03-01,Persons
3850651,Both sexes,35 to 39 years,31.0,2020-03-01,Persons
3850652,Both sexes,40 to 44 years,35.3,2020-03-01,Persons
3850653,Both sexes,45 to 49 years,36.7,2020-03-01,Persons
3850654,Both sexes,50 to 54 years,35.3,2020-03-01,Persons
3850655,Both sexes,55 to 59 years,37.2,2020-03-01,Persons
3850656,Both sexes,60 to 64 years,20.6,2020-03-01,Persons
3850657,Both sexes,65 years and over,9.6,2020-03-01,Persons
3850658,Both sexes,65 to 69 years,5.9,2020-03-01,Persons
3850659,Both sexes,70 years and over,3.7,2020-03-01,Persons
3850660,Males,15 years and over,150.7,2020-03-01,Persons
3850661,Males,15 to 24 years,12.8,2020-03-01,Persons
3850662,Males,25 years and over,137.9,2020-03-01,Persons
3850663,Males,25 to 44 years,64.2,2020-03-01,Persons
3850664,Males,45 to 64 years,67.7,2020-03-01,Persons
3850665,Males,45 years and over,73.7,2020-03-01,Persons
3850666,Males,25 to 54 years,102.9,2020-03-01,Persons
3850667,Males,55 years and over,35.0,2020-03-01,Persons
3850668,Males,15 to 64 years,144.8,2020-03-01,Persons
3850669,Males,15 to 19 years,1.3,2020-03-01,Persons
3850670,Males,20 to 24 years,11.5,2020-03-01,Persons
3850671,Males,25 to 29 years,15.1,2020-03-01,Persons
3850672,Males,30 to 34 years,14.0,2020-03-01,Persons
3850673,Males,35 to 39 years,16.2,2020-03-01,Persons
3850674,Males,40 to 44 years,18.9,2020-03-01,Persons
3850675,Males,45 to 49 years,18.7,2020-03-01,Persons
3850676,Males,50 to 54 years,20.0,2020-03-01,Persons
3850677,Males,55 to 59 years,18.1,2020-03-01,Persons
3850678,Males,60 to 64 years,10.9,2020-03-01,Persons
3850679,Males,65 years and over,5.9,2020-03-01,Persons
3850680,Males,65 to 69 years,3.2,2020-03-01,Persons
3850681,Males,70 years and over,2.8,2020-03-01,Persons
3850682,Females,15 years and over,133.6,2020-03-01,Persons
3850683,Females,15 to 24 years,9.5,2020-03-01,Persons
3850684,Females,25 years and over,124.1,2020-03-01,Persons
3850685,Females,25 to 44 years,58.3,2020-03-01,Persons
3850686,Females,45 to 64 years,62.1,2020-03-01,Persons
3850687,Females,45 years and over,65.7,2020-03-01,Persons
3850688,Females,25 to 54 years,91.7,2020-03-01,Persons
3850689,Females,55 years and over,32.4,2020-03-01,Persons
3850690,Females,15 to 64 years,129.9,2020-03-01,Persons
3850691,Females,15 to 19 years,1.0,2020-03-01,Persons
3850692,Females,20 to 24 years,8.5,2020-03-01,Persons
3850693,Females,25 to 29 years,14.4,2020-03-01,Persons
3850694,Females,30 to 34 years,12.9,2020-03-01,Persons
3850695,Females,35 to 39 years,14.7,2020-03-01,Persons
3850696,Females,40 to 44 years,16.4,2020-03-01,Persons
3850697,Females,45 to 49 years,18.0,2020-03-01,Persons
3850698,Females,50 to 54 years,15.3,2020-03-01,Persons
3850699,Females,55 to 59 years,19.1,2020-03-01,Persons
3850700,Females,60 to 64 years,9.6,2020-03-01,Persons
3850701,Females,65 years and over,3.6,2020-03-01,Persons
3850702,Females,65 to 69 years,2.7,2020-03-01,Persons
3850703,Females,70 years and over,0.9,2020-03-01,Persons
3850704,Both sexes,15 years and over,46.7,2020-03-01,Persons
3850705,Both sexes,15 to 24 years,14.7,2020-03-01,Persons
3850706,Both sexes,25 years and over,32.1,2020-03-01,Persons
3850707,Both sexes,25 to 44 years,9.7,2020-03-01,Persons
3850708,Both sexes,45 to 64 years,16.9,2020-03-01,Persons
3850709,Both sexes,45 years and over,22.4,2020-03-01,Persons
3850710,Both sexes,25 to 54 years,18.0,2020-03-01,Persons
3850711,Both sexes,55 years and over,14.0,2020-03-01,Persons
3850712,Both sexes,15 to 64 years,41.2,2020-03-01,Persons
3850713,Both sexes,15 to 19 years,10.8,2020-03-01,Persons
3850714,Both sexes,20 to 24 years,3.9,2020-03-01,Persons
3850715,Both sexes,25 to 29 years,2.0,2020-03-01,Persons
3850716,Both sexes,30 to 34 years,2.8,2020-03-01,Persons
3850717,Both sexes,35 to 39 years,2.7,2020-03-01,Persons
3850718,Both sexes,40 to 44 years,2.1,2020-03-01,Persons
3850719,Both sexes,45 to 49 years,4.9,2020-03-01,Persons
3850720,Both sexes,50 to 54 years,3.5,2020-03-01,Persons
3850721,Both sexes,55 to 59 years,3.7,2020-03-01,Persons
3850722,Both sexes,60 to 64 years,4.8,2020-03-01,Persons
3850723,Both sexes,65 years and over,5.6,2020-03-01,Persons
3850724,Both sexes,65 to 69 years,2.5,2020-03-01,Persons
3850725,Both sexes,70 years and over,3.1,2020-03-01,Persons
3850726,Males,15 years and over,18.3,2020-03-01,Persons
3850727,Males,15 to 24 years,7.7,2020-03-01,Persons
3850728,Males,25 years and over,10.6,2020-03-01,Persons
3850729,Males,25 to 44 years,2.7,2020-03-01,Persons
3850730,Males,45 to 64 years,5.0,2020-03-01,Persons
3850731,Males,45 years and over,8.0,2020-03-01,Persons
3850732,Males,25 to 54 years,4.5,2020-03-01,Persons
3850733,Males,55 years and over,6.1,2020-03-01,Persons
3850734,Males,15 to 64 years,15.3,2020-03-01,Persons
3850735,Males,15 to 19 years,5.7,2020-03-01,Persons
3850736,Males,20 to 24 years,1.9,2020-03-01,Persons
3850737,Males,25 to 29 years,0.9,2020-03-01,Persons
3850738,Males,30 to 34 years,0.8,2020-03-01,Persons
3850739,Males,35 to 39 years,0.5,2020-03-01,Persons
3850740,Males,40 to 44 years,0.5,2020-03-01,Persons
3850741,Males,45 to 49 years,1.4,2020-03-01,Persons
3850742,Males,50 to 54 years,,2020-03-01,Persons
3850743,Males,55 to 59 years,1.4,2020-03-01,Persons
3850744,Males,60 to 64 years,1.7,2020-03-01,Persons
3850745,Males,65 years and over,3.0,2020-03-01,Persons
3850746,Males,65 to 69 years,1.3,2020-03-01,Persons
3850747,Males,70 years and over,1.7,2020-03-01,Persons
3850748,Females,15 years and over,28.4,2020-03-01,Persons
3850749,Females,15 to 24 years,7.0,2020-03-01,Persons
3850750,Females,25 years and over,21.4,2020-03-01,Persons
3850751,Females,25 to 44 years,7.0,2020-03-01,Persons
3850752,Females,45 to 64 years,11.9,2020-03-01,Persons
3850753,Females,45 years and over,14.5,2020-03-01,Persons
3850754,Females,25 to 54 years,13.5,2020-03-01,Persons
3850755,Females,55 years and over,7.9,2020-03-01,Persons
3850756,Females,15 to 64 years,25.9,2020-03-01,Persons
3850757,Females,15 to 19 years,5.0,2020-03-01,Persons
3850758,Females,20 to 24 years,2.0,2020-03-01,Persons
3850759,Females,25 to 29 years,1.1,2020-03-01,Persons
3850760,Females,30 to 34 years,2.1,2020-03-01,Persons
3850761,Females,35 to 39 years,2.2,2020-03-01,Persons
3850762,Females,40 to 44 years,1.6,2020-03-01,Persons
3850763,Females,45 to 49 years,3.4,2020-03-01,Persons
3850764,Females,50 to 54 years,3.1,2020-03-01,Persons
3850765,Females,55 to 59 years,2.3,2020-03-01,Persons
3850766,Females,60 to 64 years,3.1,2020-03-01,Persons
3850767,Females,65 years and over,2.6,2020-03-01,Persons
3850768,Females,65 to 69 years,1.2,2020-03-01,Persons
3850769,Females,70 years and over,1.4,2020-03-01,Persons
3850770,Both sexes,15 years and over,38.0,2020-03-01,Persons
3850771,Both sexes,15 to 24 years,7.9,2020-03-01,Persons
3850772,Both sexes,25 years and over,30.0,2020-03-01,Persons
3850773,Both sexes,25 to 44 years,12.6,2020-03-01,Persons
3850774,Both sexes,45 to 64 years,15.2,2020-03-01,Persons
3850775,Both sexes,45 years and over,17.5,2020-03-01,Persons
3850776,Both sexes,25 to 54 years,20.1,2020-03-01,Persons
3850777,Both sexes,55 years and over,9.9,2020-03-01,Persons
3850778,Both sexes,15 to 64 years,35.6,2020-03-01,Persons
3850779,Both sexes,15 to 19 years,3.5,2020-03-01,Persons
3850780,Both sexes,20 to 24 years,4.4,2020-03-01,Persons
3850781,Both sexes,25 to 29 years,3.5,2020-03-01,Persons
3850782,Both sexes,30 to 34 years,4.1,2020-03-01,Persons
3850783,Both sexes,35 to 39 years,3.5,2020-03-01,Persons
3850784,Both sexes,40 to 44 years,1.4,2020-03-01,Persons
3850785,Both sexes,45 to 49 years,3.8,2020-03-01,Persons
3850786,Both sexes,50 to 54 years,3.8,2020-03-01,Persons
3850787,Both sexes,55 to 59 years,3.6,2020-03-01,Persons
3850788,Both sexes,60 to 64 years,4.0,2020-03-01,Persons
3850789,Both sexes,65 years and over,2.3,2020-03-01,Persons
3850790,Both sexes,65 to 69 years,2.0,2020-03-01,Persons
3850791,Both sexes,70 years and over,,2020-03-01,Persons
3850792,Males,15 years and over,23.7,2020-03-01,Persons
3850793,Males,15 to 24 years,4.8,2020-03-01,Persons
3850794,Males,25 years and over,18.9,2020-03-01,Persons
3850795,Males,25 to 44 years,8.5,2020-03-01,Persons
3850796,Males,45 to 64 years,8.7,2020-03-01,Persons
3850797,Males,45 years and over,10.4,2020-03-01,Persons
3850798,Males,25 to 54 years,12.4,2020-03-01,Persons
3850799,Males,55 years and over,6.4,2020-03-01,Persons
3850800,Males,15 to 64 years,22.0,2020-03-01,Persons
3850801,Males,15 to 19 years,2.1,2020-03-01,Persons
3850802,Males,20 to 24 years,2.7,2020-03-01,Persons
3850803,Males,25 to 29 years,2.3,2020-03-01,Persons
3850804,Males,30 to 34 years,3.0,2020-03-01,Persons
3850805,Males,35 to 39 years,2.2,2020-03-01,Persons
3850806,Males,40 to 44 years,1.0,2020-03-01,Persons
3850807,Males,45 to 49 years,1.8,2020-03-01,Persons
3850808,Males,50 to 54 years,2.1,2020-03-01,Persons
3850809,Males,55 to 59 years,2.1,2020-03-01,Persons
3850810,Males,60 to 64 years,2.6,2020-03-01,Persons
3850811,Males,65 years and over,1.7,2020-03-01,Persons
3850812,Males,65 to 69 years,1.5,2020-03-01,Persons
3850813,Males,70 years and over,,2020-03-01,Persons
3850814,Females,15 years and over,14.3,2020-03-01,Persons
3850815,Females,15 to 24 years,3.1,2020-03-01,Persons
3850816,Females,25 years and over,11.2,2020-03-01,Persons
3850817,Females,25 to 44 years,4.1,2020-03-01,Persons
3850818,Females,45 to 64 years,6.5,2020-03-01,Persons
3850819,Females,45 years and over,7.1,2020-03-01,Persons
3850820,Females,25 to 54 years,7.6,2020-03-01,Persons
3850821,Females,55 years and over,3.5,2020-03-01,Persons
3850822,Females,15 to 64 years,13.7,2020-03-01,Persons
3850823,Females,15 to 19 years,1.4,2020-03-01,Persons
3850824,Females,20 to 24 years,1.7,2020-03-01,Persons
3850825,Females,25 to 29 years,1.2,2020-03-01,Persons
3850826,Females,30 to 34 years,1.2,2020-03-01,Persons
3850827,Females,35 to 39 years,1.3,2020-03-01,Persons
3850828,Females,40 to 44 years,,2020-03-01,Persons
3850829,Females,45 to 49 years,1.9,2020-03-01,Persons
3850830,Females,50 to 54 years,1.6,2020-03-01,Persons
3850831,Females,55 to 59 years,1.5,2020-03-01,Persons
3850832,Females,60 to 64 years,1.4,2020-03-01,Persons
3850833,Females,65 years and over,0.6,2020-03-01,Persons
3850834,Females,65 to 69 years,0.6,2020-03-01,Persons
3850835,Females,70 years and over,,2020-03-01,Persons
3850836,Both sexes,15 years and over,266.4,2020-03-01,Persons
3850837,Both sexes,15 to 24 years,35.2,2020-03-01,Persons
3850838,Both sexes,25 years and over,231.2,2020-03-01,Persons
3850839,Both sexes,25 to 44 years,31.1,2020-03-01,Persons
3850840,Both sexes,45 to 64 years,58.8,2020-03-01,Persons
3850841,Both sexes,45 years and over,200.1,2020-03-01,Persons
3850842,Both sexes,25 to 54 years,44.4,2020-03-01,Persons
3850843,Both sexes,55 years and over,186.8,2020-03-01,Persons
3850844,Both sexes,15 to 64 years,125.1,2020-03-01,Persons
3850845,Both sexes,15 to 19 years,22.7,2020-03-01,Persons
3850846,Both sexes,20 to 24 years,12.5,2020-03-01,Persons
3850847,Both sexes,25 to 29 years,7.9,2020-03-01,Persons
3850848,Both sexes,30 to 34 years,7.9,2020-03-01,Persons
3850849,Both sexes,35 to 39 years,6.7,2020-03-01,Persons
3850850,Both sexes,40 to 44 years,8.5,2020-03-01,Persons
3850851,Both sexes,45 to 49 years,6.6,2020-03-01,Persons
3850852,Both sexes,50 to 54 years,6.7,2020-03-01,Persons
3850853,Both sexes,55 to 59 years,16.4,2020-03-01,Persons
3850854,Both sexes,60 to 64 years,29.1,2020-03-01,Persons
3850855,Both sexes,65 years and over,141.3,2020-03-01,Persons
3850856,Both sexes,65 to 69 years,41.2,2020-03-01,Persons
3850857,Both sexes,70 years and over,100.1,2020-03-01,Persons
3850858,Males,15 years and over,118.2,2020-03-01,Persons
3850859,Males,15 to 24 years,16.2,2020-03-01,Persons
3850860,Males,25 years and over,102.0,2020-03-01,Persons
3850861,Males,25 to 44 years,12.0,2020-03-01,Persons
3850862,Males,45 to 64 years,26.0,2020-03-01,Persons
3850863,Males,45 years and over,90.0,2020-03-01,Persons
3850864,Males,25 to 54 years,16.7,2020-03-01,Persons
3850865,Males,55 years and over,85.3,2020-03-01,Persons
3850866,Males,15 to 64 years,54.2,2020-03-01,Persons
3850867,Males,15 to 19 years,11.1,2020-03-01,Persons
3850868,Males,20 to 24 years,5.1,2020-03-01,Persons
3850869,Males,25 to 29 years,3.2,2020-03-01,Persons
3850870,Males,30 to 34 years,3.1,2020-03-01,Persons
3850871,Males,35 to 39 years,2.5,2020-03-01,Persons
3850872,Males,40 to 44 years,3.3,2020-03-01,Persons
3850873,Males,45 to 49 years,2.2,2020-03-01,Persons
3850874,Males,50 to 54 years,2.4,2020-03-01,Persons
3850875,Males,55 to 59 years,8.0,2020-03-01,Persons
3850876,Males,60 to 64 years,13.3,2020-03-01,Persons
3850877,Males,65 years and over,64.0,2020-03-01,Persons
3850878,Males,65 to 69 years,19.1,2020-03-01,Persons
3850879,Males,70 years and over,44.8,2020-03-01,Persons
3850880,Females,15 years and over,148.2,2020-03-01,Persons
3850881,Females,15 to 24 years,19.0,2020-03-01,Persons
3850882,Females,25 years and over,129.2,2020-03-01,Persons
3850883,Females,25 to 44 years,19.0,2020-03-01,Persons
3850884,Females,45 to 64 years,32.8,2020-03-01,Persons
3850885,Females,45 years and over,110.1,2020-03-01,Persons
3850886,Females,25 to 54 years,27.7,2020-03-01,Persons
3850887,Females,55 years and over,101.5,2020-03-01,Persons
3850888,Females,15 to 64 years,70.8,2020-03-01,Persons
3850889,Females,15 to 19 years,11.6,2020-03-01,Persons
3850890,Females,20 to 24 years,7.4,2020-03-01,Persons
3850891,Females,25 to 29 years,4.8,2020-03-01,Persons
3850892,Females,30 to 34 years,4.8,2020-03-01,Persons
3850893,Females,35 to 39 years,4.3,2020-03-01,Persons
3850894,Females,40 to 44 years,5.2,2020-03-01,Persons
3850895,Females,45 to 49 years,4.4,2020-03-01,Persons
3850896,Females,50 to 54 years,4.3,2020-03-01,Persons
3850897,Females,55 to 59 years,8.4,2020-03-01,Persons
3850898,Females,60 to 64 years,15.7,2020-03-01,Persons
3850899,Females,65 years and over,77.3,2020-03-01,Persons
3850900,Females,65 to 69 years,22.1,2020-03-01,Persons
3850901,Females,70 years and over,55.3,2020-03-01,Persons
3850902,Both sexes,15 years and over,10.3,2020-03-01,Percentage
3850903,Both sexes,15 to 24 years,17.6,2020-03-01,Percentage
3850904,Both sexes,25 years and over,9.3,2020-03-01,Percentage
3850905,Both sexes,25 to 44 years,8.7,2020-03-01,Percentage
3850906,Both sexes,45 to 64 years,9.4,2020-03-01,Percentage
3850907,Both sexes,45 years and over,9.8,2020-03-01,Percentage
3850908,Both sexes,25 to 54 years,8.6,2020-03-01,Percentage
3850909,Both sexes,55 years and over,10.8,2020-03-01,Percentage
3850910,Both sexes,15 to 64 years,10.1,2020-03-01,Percentage
3850911,Both sexes,15 to 19 years,21.1,2020-03-01,Percentage
3850912,Both sexes,20 to 24 years,15.5,2020-03-01,Percentage
3850913,Both sexes,25 to 29 years,10.0,2020-03-01,Percentage
3850914,Both sexes,30 to 34 years,12.1,2020-03-01,Percentage
3850915,Both sexes,35 to 39 years,9.4,2020-03-01,Percentage
